Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_AC,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RM,R_HEAT_TYP,YR_BUILT,Latitude,Longitude
1201919000,480000,144.75,3316,Conventional,5944,2,4,3,0,3,N,0,R3,Y,CV,H,M,17,W,1946,42.3173,-71.08325
1202040000,395000,135.46,2916,Colonial,4820,2.5,4,1,1,1,N,0,R1,N,CL,H,M,9,F,1900,42.31466,-71.08579
1202041000,475000,144.73,3282,Conventional,5334,2.5,6,2,1,2,N,0,R2,Y,CV,H,M,12,W,1910,42.31471,-71.08596
1202043000,450000,164.84,2730,Conventional,5104,2,6,2,0,2,N,1,R2,N,CV,H,M,10,W,1897,42.31481,-71.08633
1202136000,405000,138.84,2917,Conventional,4673,2.5,6,3,0,3,N,2,R3,Y,CV,G,M,13,W,1900,42.31281,-71.08494
1202290000,464000,109.38,4202,Conventional,7886,2,6,2,1,2,N,2,R2,N,CV,H,M,15,W,1900,42.31059,-71.08937
1202299000,575000,167.1,3441,Conventional,5326,2.5,7,2,0,2,N,0,R2,N,CV,H,A,15,W,1935,42.31084,-71.09074
1202391000,430000,111.92,3842,Two Fam Stack,6195,2,4,2,0,2,N,0,R2,Y,TF,H,B,14,W,1922,42.306096,-71.085049
1202449000,355000,163.44,2172,Two Fam Stack,3688,2,4,2,0,2,N,0,R2,N,TF,G,F,10,W,1935,42.3085,-71.08458
1202640000,390000,104,3750,Conventional,5358,3,8,3,0,1,N,0,R1,N,CV,M,M,12,W,1900,42.31141,-71.08275
1202737000,577400,161.47,3576,Conventional,5918,2.5,6,3,0,3,N,0,R3,N,CV,G,F,12,W,1900,42.31242,-71.08175
1202772000,367000,141.97,2585,Semi?Det,4048,2.5,7,2,0,1,N,0,R1,N,SD,G,M,10,W,1900,42.3146,-71.08135
1202805000,371000,89.2,4159,Conventional,6566,2.5,9,4,0,3,N,0,R3,Y,CV,G,A,20,W,1900,42.31504,-71.083
1202858000,490000,188.24,2523,Conventional,3868,2.5,5,2,0,2,N,0,R2,N,CV,G,M,10,W,1880,42.31545,-71.08163
1203088000,639000,132.71,4815,Decker,6873,3,9,3,0,3,N,0,R3,N,DK,H,M,18,W,1920,42.31077,-71.09174
1203115000,360000,100.33,3588,Two Fam Stack,5678,2,6,3,1,2,N,0,R2,N,TF,H,S,16,W,1900,42.31146,-71.09135
1203137000,450000,138.29,3254,Conventional,5300,2.5,5,3,0,3,N,0,R3,Y,CV,G,M,13,W,1900,42.31279,-71.09061
1203163000,445000,176.59,2520,Conventional,4294,2.5,3,3,1,2,N,0,R2,Y,CV,G,M,9,W,1905,42.31327,-71.09087
1300024000,420000,151.41,2774,Conventional,4425,2,4,3,0,3,N,0,R3,Y,CV,G,M,11,W,1900,42.32058,-71.07293
1300273000,425000,188.64,2253,Conventional,3972,2,5,3,0,2,N,0,R3,N,CV,G,M,12,W,1905,42.31848,-71.07517
1300304010,256000,177.65,1428,Two Fam Stack,2180,2,4,2,0,2,N,0,R2,Y,TF,F,F,10,F,1896,42.31912,-71.07602
1300317000,525000,155.69,3372,Row End,4841,3,7,5,0,3,N,1,R3,N,RE,F,B,11,F,1890,42.32032,-71.07632
1300744000,510000,136.33,3741,Semi?Det,5528,3,9,3,0,3,N,0,R3,N,SD,F,B,17,F,1920,42.31322,-71.07712
1300769000,575000,154.57,3720,Decker,5290,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.31261,-71.07589
1300794000,402100,134.17,2997,Colonial,4695,2.5,7,2,1,1,N,0,R1,N,CL,G,M,10,W,1920,42.31532,-71.07565
1300830000,580000,199.72,2904,Decker,4202,3,8,3,0,3,N,0,R3,N,DK,F,M,14,W,1905,42.3157,-71.07628
1300932000,295000,203.17,1452,Colonial,2402,2,3,1,1,1,N,0,R1,N,CL,M,M,8,W,1900,42.31333,-71.07324
1301021000,530000,158.26,3349,Conventional,5281,2.5,6,3,0,2,N,2,R2,N,CV,G,M,12,W,1905,42.31622,-71.072659
1301184000,250000,86.96,2162,Conventional,4123,2,6,2,0,2,N,0,R2,Y,CV,G,M,11,W,1910,42.3127,-71.07174
1301293000,375000,94.77,3957,Victorian,6049,2.5,4,1,1,1,N,3,R1,Y,VT,G,W,10,F,1890,42.31698,-71.06745
1301299000,500000,101.58,4922,Colonial,8232,2.5,8,3,1,1,N,4,R1,N,CL,H,M,14,W,1910,42.31617,-71.06822
1301324000,515000,166.99,3084,Decker,4436,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.31593,-71.06708
1301465000,675000,172.55,3912,Decker,5882,3,6,3,0,3,N,0,R3,N,DK,F,F,18,W,1905,42.31339,-71.06118
1301466000,485000,119.4,4062,Decker,6052,3,6,3,0,3,N,0,R3,Y,DK,F,A,15,W,1905,42.31332,-71.06108
1301529000,550000,140.38,3918,Conventional,6130,2.5,6,3,0,2,N,1,R2,N,CV,G,F,13,F,1886,42.31305,-71.06217
1301646000,599000,193.48,3096,Decker,4905,3,6,3,0,3,N,0,R3,N,DK,F,W,15,F,1920,42.31343,-71.06406
1301820000,555750,163.65,3396,Decker,5407,3,6,3,0,3,N,0,R3,Y,DK,F,W,15,W,1905,42.31572,-71.061
1301821000,785000,230.54,3405,Decker,5401,3,6,3,0,3,N,0,R3,N,DK,F,W,15,E,1905,42.3157,-71.06087
1301874000,640000,155.83,4107,Decker,6289,3,6,3,0,3,N,0,R3,Y,DK,F,M,18,W,1920,42.31721,-71.05955
1301876000,625000,157,3981,Decker,6127,3,9,3,0,3,N,0,R3,Y,DK,F,P,18,W,1900,42.31699,-71.05962
1301888000,550000,138.68,3966,Conventional,6073,2.5,5,3,0,3,N,0,R3,Y,CV,G,F,14,W,1890,42.31781,-71.05995
1301889000,401000,100.96,3972,Conventional,6106,2.5,4,2,0,2,N,0,R2,Y,CV,H,F,13,W,1890,42.31778,-71.0598
1301931000,795000,184.16,4317,Decker,6264,3,12,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.3191,-71.0588
1301934000,625000,224.34,2786,Conventional,4634,2.5,6,2,0,2,N,0,R2,N,CV,G,M,13,W,1915,42.31908,-71.05848
1301945000,792000,209.69,3765,Decker,5833,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.318324,-71.058613
1302005000,750000,211.33,3549,Decker,5249,3,7,3,0,3,N,0,R3,N,DK,F,M,16,F,1900,42.31725,-71.05835
1302015000,702000,209.68,3348,Decker,5058,3,6,3,0,3,N,0,R3,Y,DK,F,A,15,F,1905,42.31702,-71.05707
1302055000,460000,206.19,2010,Colonial,3783,2,5,1,0,1,N,0,R1,Y,CL,G,A,8,W,1880,42.31582,-71.05791
1302114000,650000,237.66,2746,Colonial,4454,2.5,6,2,2,1,N,2,R1,Y,CL,H,F,11,F,1895,42.31423,-71.05792
1302125000,600000,259.29,2311,Conventional,3930,2,6,2,0,2,C,1,R2,N,CV,G,M,10,F,1905,42.31416,-71.05929
1302136000,524000,262.26,2152,Colonial,3234,2,4,1,0,1,N,0,R1,N,CL,H,A,8,F,1890,42.31391,-71.05768
1302140000,810000,185.69,4362,Decker,6458,3,12,3,3,3,N,0,R3,N,DK,F,M,20,F,1905,42.31367,-71.05728
1302251000,635000,261.42,2120,Colonial,3716,2,4,1,0,1,N,0,R1,Y,CL,H,W,7,W,1890,42.30973,-71.05124
1302292000,650000,183.93,3142,Conventional,5550,2,4,2,0,2,N,0,R2,Y,CV,H,M,12,W,1925,42.30824,-71.05027
1302324000,725000,199.78,3619,Colonial,6365,2,4,2,0,1,N,0,R1,Y,CL,G,A,13,W,1890,42.30976,-71.04653
1302366000,405500,310.49,1306,Cape,2528,1.5,2,1,1,1,N,1,R1,Y,CP,G,W,5,W,1953,42.31232,-71.04702
1302415000,437000,263.89,1656,Colonial,2928,2,4,1,0,1,N,0,R1,N,CL,G,M,7,W,1872,42.31326,-71.05109
1302497000,900000,218.66,4116,Conventional,7588,1.5,4,2,1,2,N,1,R2,Y,CV,H,M,13,W,1925,42.30978,-71.05027
1302593000,1010800,405.46,2244,Colonial,3898,2,5,2,1,1,N,1,R1,Y,CV,L,W,9,F,1910,42.31142,-71.04746
1302594000,740000,398.28,1858,Colonial,3387,2,4,2,0,1,C,1,R1,Y,CL,G,W,8,F,1920,42.31153,-71.0476
1302656000,465000,284.93,1360,Colonial,2112,2,3,1,0,1,N,0,R1,Y,CL,G,P,6,W,1900,42.31371,-71.05331
1302679000,630500,249.7,1887,Two Fam Stack,3205,2,3,2,0,2,N,2,R2,Y,TF,G,W,9,W,1890,42.31316,-71.05319
1302701000,400000,196.85,2032,Two Fam Stack,3344,2,4,2,0,2,N,0,R2,N,TF,H,B,10,W,1890,42.31362,-71.05411
1302737000,650000,328.12,1981,Conventional,3212,2,4,2,0,2,N,0,R2,Y,CV,G,M,10,W,1910,42.31249,-71.05435
1302765000,550000,226.34,2430,Row End,3628,3,4,3,0,3,N,0,R3,N,RE,F,B,10,W,1890,42.31425,-71.05428
1302842000,762000,219.53,3471,Decker,5393,3,6,3,0,3,N,0,R3,Y,DK,F,M,15,F,1910,42.31419,-71.05628
1302844000,780000,224.72,3471,Decker,5348,3,9,3,0,3,C,0,R3,N,DK,F,M,15,F,1905,42.31414,-71.05602
1302851000,670000,189.43,3537,Decker,5418,3,9,3,0,3,N,0,R3,N,DK,F,P,15,F,1906,42.3147,-71.05636
1302862000,550000,161.96,3396,Decker,5312,3,6,3,0,3,N,0,R3,N,DK,F,M,15,F,1905,42.31446,-71.05618
1302920000,764000,203.9,3747,Conventional,5980,2.5,6,2,1,2,N,0,R2,Y,CV,G,M,13,W,1905,42.31582,-71.05476
1302983000,1050000,207.43,5062,Decker,7691,3,7,4,0,3,N,0,R3,Y,DK,H,W,18,F,1905,42.31577,-71.05273
1303052000,580000,258.24,2246,Conventional,3990,2,5,3,0,2,N,0,R2,Y,CV,H,W,9,F,1940,42.31853,-71.05547
1303079000,720000,202.53,3555,Decker,5303,3,7,3,0,3,N,0,R3,Y,DK,F,P,15,W,1905,42.31849,-71.05481
1303142000,553500,224.36,2467,Colonial,4354,2,5,1,1,1,N,0,R1,N,CL,G,P,10,W,1910,42.31822,-71.05353
1303147000,425000,218.62,1944,Colonial,2895,2,4,1,0,1,N,0,R1,N,CL,M,M,8,W,1900,42.3178,-71.05347
1303154000,690050,414.69,1664,Colonial,2509,2,3,1,0,1,N,0,R1,N,CL,G,P,7,W,1900,42.31715,-71.05365
1303228000,690000,208.33,3312,Decker,4716,3,6,3,0,3,N,0,R3,N,DK,F,M,14,W,1905,42.31905,-71.05615
1303266000,300000,158.98,1887,Conventional,3207,2,6,2,0,2,N,0,R2,Y,CV,G,P,12,W,1900,42.32072,-71.0546
1400023000,477500,171.45,2785,Conventional,4428,2,7,3,0,3,N,0,R3,N,CV,G,M,14,W,1900,42.30663,-71.0717
1400242000,412500,141.03,2507,Semi?Det,4003,2.5,5,2,0,2,N,0,R2,N,SD,H,M,10,W,1900,42.31327,-71.07868
1400351000,365500,169.21,2160,Two Fam Stack,3544,2,5,2,0,2,N,0,R2,N,TF,H,W,10,W,1905,42.31022,-71.07564
1400385000,530000,152.83,3468,Row End,5106,3,8,3,0,3,N,0,R3,N,RE,F,B,14,W,1890,42.30996,-71.07634
1400388003,442000,126.98,3481,Row End,5068,3,8,3,0,3,N,0,R3,N,RE,F,B,14,F,1890,42.30953,-71.07524
1400591000,571000,140.95,4051,Conventional,6619,2.5,9,3,0,3,N,0,R3,N,CV,G,A,18,W,1900,42.30892,-71.07851
1400701000,530000,148.46,3570,Two Fam Stack,5671,2,6,2,0,2,N,0,R2,Y,TF,H,B,12,W,1915,42.30742,-71.07852
1400705080,434000,153.9,2820,Conventional,4118,3,6,3,0,2,C,1,R2,N,CV,G,M,10,F,2006,42.308748,-71.080384
1400764000,575000,145.9,3550,Conventional,6150,2,11,3,0,3,N,0,R3,N,CV,H,M,16,W,1935,42.30651,-71.07928
1400790000,525000,127.27,4125,Semi?Det,5941,3,8,4,0,3,N,0,R3,N,SD,F,B,14,W,1890,42.30697,-71.08348
1400853000,642500,153.49,4186,Conventional,6525,2.5,10,3,0,3,C,0,R3,N,CV,H,M,19,W,1905,42.30558,-71.08285
1400902000,546500,127.3,4293,Decker,7611,3,6,4,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.30487,-71.08412
1400988010,525000,151.38,3471,Semi?Det,5826,2.5,7,3,0,3,N,0,R3,N,SD,G,M,13,W,1910,42.303695,-71.0813
1401090000,435000,141.88,3066,Conventional,4950,2.5,6,2,0,2,N,0,R2,N,CV,G,M,12,W,1905,42.30466,-71.07862
1401127000,287860,176.93,1627,Colonial,2922,2,4,2,0,1,N,0,R1,N,CL,G,F,8,W,1900,42.30448,-71.07523
1401277000,520000,140.69,3696,Decker,5148,3,10,3,0,3,N,0,R3,N,DK,F,M,19,W,1895,42.303,-71.07399
1401398000,327000,151.39,2160,Colonial,3882,2,4,2,0,1,N,0,R1,N,CL,H,M,8,W,1910,42.30221,-71.07237
1401406000,355000,145.49,2440,Conventional,3757,2.5,6,2,1,2,N,0,R2,Y,CV,G,M,14,W,1920,42.30156,-71.07225
1401483000,585000,160.23,3651,Decker,4996,3,6,3,0,3,N,3,R3,N,DK,F,M,15,F,1900,42.2987,-71.07578
1401504000,325000,170.34,1908,Colonial,3263,2,3,1,1,1,N,0,R1,Y,CL,G,M,7,F,1900,42.29895,-71.07669
1401598000,425000,163.78,2595,Row Middle,3460,3,8,3,0,3,N,0,R3,N,RM,F,B,14,W,1890,42.30179,-71.0781
1401697000,467500,123.38,3789,Decker,5874,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.29791,-71.07942
1401749000,350000,102.13,3427,Conventional,5420,2.5,8,2,0,2,N,0,R2,N,CV,G,F,14,F,1910,42.30047,-71.08218
1401767002,500000,144.59,3458,Row Middle,4840,3,6,3,0,3,N,0,R3,N,RM,F,B,15,F,1900,42.30052,-71.08018
1402182000,545000,163.03,3343,Conventional,5461,2.5,8,3,0,3,N,0,R3,N,CV,G,M,14,F,1890,42.29389,-71.08044
1402211000,348000,95.47,3645,Conventional,5594,2.5,6,2,0,2,N,0,R2,N,CV,G,F,18,F,1900,42.29364,-71.08022
1402269000,380000,191.92,1650,Colonial,2566,2,4,1,0,1,N,0,R1,N,CL,G,M,9,F,1890,42.29308,-71.07867
1402318000,480000,172.48,2483,Conventional,4408,2,8,3,0,2,N,0,R2,N,CV,G,M,13,E,1900,42.29609,-71.07966
1402354000,428000,134.04,2678,Two Fam Stack,4255,2,6,2,0,2,N,0,R2,Y,TF,H,M,12,W,1900,42.29897,-71.0784
1402397000,309800,125.68,2218,Colonial,3780,2,4,1,1,1,N,0,R1,Y,CL,G,W,9,W,1900,42.29883,-71.0777
1402427000,319000,145.73,1956,Colonial,3358,2,4,2,1,1,N,0,R1,Y,CL,H,M,11,W,1900,42.29938,-71.07723
1402454000,450000,147.83,3044,Conventional,4488,3,6,3,0,2,N,0,R2,N,CV,F,M,11,F,2006,42.301695,-71.083048
1402477000,547500,130.17,4206,Decker,6064,3,10,3,0,3,N,0,R3,N,DK,F,M,16,F,1905,42.30182,-71.08269
1402515000,625000,132.87,4704,Decker,6636,3,12,3,0,3,N,0,R3,N,DK,F,M,21,W,1905,42.30075,-71.08445
1402533000,630000,153.51,4104,Decker,5742,3,9,3,0,3,N,0,R3,N,DK,F,M,18,F,1905,42.30019,-71.0835
1402560000,415000,121.81,3407,Conventional,5571,2.5,6,3,0,3,N,0,R3,Y,CV,G,M,14,W,1900,42.2999,-71.0833
1402581000,540000,168.86,2877,Conventional,5371,2,7,2,0,2,N,0,R2,N,CV,G,W,12,F,1905,42.29908,-71.08172
1402598000,450500,105.93,4253,Conventional,6584,2.5,6,3,0,2,N,0,R2,N,CV,G,W,14,W,1915,42.29883,-71.07999
1402661000,430000,130.07,3030,Conventional,5369,2,6,2,0,2,N,2,R2,N,CV,G,M,13,W,1890,42.29654,-71.08217
1402666000,439000,180.36,0,Conventional,0,0,0,0,0,0,U,0,E,N,U,U,U,0,U,0,42.297492,-71.082492
1402680000,439000,180.36,0,Conventional,0,0,0,0,0,0,U,0,E,N,U,U,U,0,U,0,42.297829,-71.082222
1402733000,590000,143.17,4046,Conventional,6487,2.5,8,3,1,3,N,0,R3,N,CV,H,M,13,W,1910,42.30083,-71.08556
1402745000,465000,121.76,3819,Conventional,6392,2.5,8,3,0,3,N,0,R3,N,CV,G,F,16,W,1910,42.29992,-71.08447
1402761000,415000,120.89,3433,Conventional,5481,2.5,6,3,0,3,N,0,R3,N,CV,G,A,13,W,1910,42.29844,-71.08451
1403006000,436000,220.54,1779,Conventional,3255,2,4,2,0,2,N,0,R2,N,CV,G,W,10,W,1920,42.28777,-71.08304
1403058000,475000,118.69,4002,Conventional,6187,2.5,6,3,0,2,N,0,R2,Y,CV,G,M,14,W,1930,42.28901,-71.08652
1403092000,342000,87.47,3258,Two Fam Stack,5395,2,6,2,0,2,N,0,R2,Y,TF,H,M,12,W,1900,42.28867,-71.08653
1403172000,425000,104.83,3625,Conventional,6396,2,7,3,0,3,N,0,R3,N,CV,G,M,12,W,1935,42.28799,-71.08661
1403310000,385000,99.92,3853,Conventional,6074,2.5,8,3,0,3,N,0,R3,N,CV,G,M,15,W,1890,42.2868,-71.08636
1403498000,401000,186.51,2150,Conventional,4074,2,5,3,0,3,N,0,R3,Y,CV,G,M,11,W,1910,42.28611,-71.08675
1403655000,482500,193.15,2498,Conventional,4050,2.5,6,3,0,3,N,0,R3,N,CV,G,W,12,F,1905,42.28671,-71.08534
1403784000,600000,153.14,3918,Conventional,4458,3,9,3,3,3,C,0,R3,N,CV,G,M,15,F,2007,42.285332,-71.083394
1403866000,375000,102.35,3257,Conventional,5918,2,7,2,1,2,N,0,R2,Y,CV,H,M,13,W,1920,42.28208,-71.08611
1403874000,520000,126.15,4122,Duplex,6472,2.5,12,2,2,2,N,0,R2,Y,DX,L,M,18,W,1910,42.282,-71.08562
1403895000,550000,148.77,3697,Decker,5774,3,12,4,0,4,N,0,R3,N,DK,F,W,17,F,1905,42.28068,-71.08755
1403922000,525000,176.47,2975,Conventional,5089,2.5,5,3,0,1,N,0,R2,N,CV,H,M,12,W,1905,42.2822,-71.09021
1404036000,555000,104.99,5286,Decker,7738,3,9,3,0,3,N,0,R3,Y,DK,F,W,18,W,1905,42.28104,-71.08787
1404055000,505000,105.94,4767,Decker,6795,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.28187,-71.09187
1404190000,565000,107.89,5237,Decker,7357,3,9,3,0,3,N,0,R3,N,DK,G,M,18,F,1905,42.27912,-71.08982
1404231000,518000,147.75,3506,Conventional,6206,2.5,7,3,0,3,N,0,R3,N,CV,G,M,15,W,1885,42.2969,-71.08891
1404518000,365000,86.66,4204,Conventional,6646,2.5,9,4,0,3,N,0,R2,N,CV,H,M,16,F,1925,42.286896,-71.091374
1404532000,499000,125.25,3984,Decker,5825,3,8,3,0,3,N,0,R3,N,DK,F,M,15,F,1920,42.28764,-71.0936
1404553000,510000,148.04,3080,Conventional,5419,2,6,2,0,2,N,0,R2,N,CV,G,M,14,W,1900,42.28639,-71.09176
1404564000,499000,117.14,4248,Decker,6252,3,6,3,0,3,N,0,R3,N,DK,F,F,15,W,1905,42.28675,-71.0933
1404571000,510000,164.25,3105,Decker,4812,3,9,3,0,3,N,0,R3,N,DK,F,M,15,F,1905,42.28675,-71.09235
1404592000,515000,126.23,4080,Decker,6019,3,8,3,0,3,N,0,R3,Y,DK,F,M,17,F,1920,42.28628,-71.09314
1404714000,502800,147.97,3362,Conventional,5563,2.5,9,3,0,3,N,0,R3,N,CV,G,M,16,W,1925,42.28571,-71.09575
1404716000,530000,94.09,5671,Decker,6454,3,6,3,0,3,N,0,R3,N,DK,F,M,15,S,1905,42.28472,-71.09343
1404763000,445000,157.8,2820,Two Fam Stack,4518,2,6,2,0,2,N,0,R2,Y,TF,H,M,12,W,1920,42.28435,-71.09684
1404848000,390000,159.57,2444,Two Fam Stack,3854,2,4,2,0,2,N,0,R2,Y,TF,H,W,10,W,1960,42.28422,-71.09644
1404868000,438000,102.24,4284,Decker,6314,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.28415,-71.0935
1404870000,470000,116.92,4020,Decker,5370,3,6,4,0,3,N,0,R3,N,DK,F,W,18,F,1905,42.28404,-71.09326
1404871000,450000,127.99,0,Decker,0,3,0,0,0,0,U,0,CM,N,U,U,U,0,U,1905,42.28397,-71.09313
1404943000,474900,154.59,3072,Two Fam Stack,4920,2,6,2,0,2,N,0,R2,N,TF,H,W,12,W,1930,42.28376,-71.09479
1404997000,340000,161.14,2110,Cape,4713,1,4,1,0,1,N,0,R1,Y,CP,G,W,8,W,1945,42.28141,-71.09412
1405061000,410000,127.21,3223,Conventional,5263,2.5,4,2,0,2,N,0,R2,N,CV,G,M,10,E,1910,42.28172,-71.09628
1405196330,478472,223.17,0,Colonial,0,0,0,0,0,0,U,0,RL,N,U,U,U,0,U,0,42.289772,-71.09293
1405196430,456760,213.04,0,Colonial,0,0,0,0,0,0,U,0,RL,N,U,U,U,0,U,0,42.2912,-71.091657
1405196670,472000,235.29,2006,Colonial,2584,2,3,2,1,1,C,0,R1,Y,CL,G,C,6,F,2012,42.29162,-71.091863
1500126000,260000,189.37,1373,Row End,1962,2,3,2,0,1,N,0,R1,N,RE,F,M,8,W,1890,42.30227,-71.05669
1500236000,300000,205.2,1462,Colonial,2532,2,4,2,0,1,N,0,R1,Y,CL,G,M,6,F,1910,42.30437,-71.05746
1500242001,445000,132.44,3360,Semi?Det,4464,3,9,3,0,3,N,0,R3,N,SD,F,M,18,F,1905,42.30441,-71.05647
1500386000,555000,131.49,4221,Decker,6310,3,9,3,0,3,N,0,R3,Y,DK,F,W,18,W,1905,42.30673,-71.06186
1500452001,390000,133.88,2913,Decker,4082,3,9,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.30596,-71.06028
1500454020,400000,161.29,2480,Conventional,4144,2.5,6,3,0,2,C,2,R2,N,CV,G,F,11,W,1920,42.305672,-71.061074
1500463000,600000,192.18,3122,Decker,4758,3,6,3,0,3,N,0,R3,N,DK,F,M,15,F,1925,42.30615,-71.06052
1500481000,490000,134.65,3599,Decker,4818,3,8,3,0,3,N,0,R3,N,DK,F,A,14,W,1905,42.30507,-71.05989
1500745000,500000,176.55,3370,Conventional,6056,2,6,2,0,2,N,0,R2,N,CV,G,M,13,W,1920,42.30041,-71.06898
1500833000,559000,168.78,3312,Decker,5200,3,9,3,0,3,C,0,R3,N,DK,F,M,18,F,1905,42.30082,-71.06882
1500857000,535000,156.2,3425,Conventional,5306,2.5,7,3,0,3,N,0,R3,N,CV,G,M,13,F,1900,42.30125,-71.07029
1500900000,356350,174.08,1990,Colonial,3518,2,4,1,1,1,N,1,R1,N,CL,G,M,8,F,1910,42.30157,-71.07178
1500906000,331000,161.31,2052,Colonial,3541,2,4,1,1,1,N,1,R1,Y,CL,H,M,8,F,1925,42.30189,-71.07079
1500907000,515000,166.67,2760,Conventional,4934,2,6,2,0,2,N,0,R2,N,CV,H,M,13,F,1920,42.30192,-71.0706
1500958000,640000,161.37,3966,Decker,5909,3,12,3,0,3,N,0,R3,N,DK,F,A,18,F,1905,42.3033,-71.07077
1501005000,628000,152.09,4129,Decker,6305,3,9,3,0,3,N,0,R3,N,DK,F,M,18,F,1905,42.30436,-71.06884
1501045000,445000,185.8,2395,Colonial,3733,2.5,5,1,0,1,N,0,R1,N,CL,G,C,9,F,1900,42.30226,-71.06913
1501055000,507500,138.21,3672,Decker,5448,3,9,3,0,3,N,0,R3,N,DK,F,B,18,F,1905,42.30189,-71.06799
1501090000,540000,158.59,3405,Decker,5413,3,6,3,0,3,N,0,R3,N,DK,F,W,15,W,1910,42.30159,-71.06705
1501131000,595000,163.78,3633,Decker,5502,3,9,3,0,3,C,0,R3,Y,DK,F,M,15,E,1905,42.30206,-71.06652
1501305000,550000,159.14,3456,Decker,5464,3,9,3,0,3,N,0,R3,N,DK,F,M,18,F,1905,42.30547,-71.06673
1501449000,650000,160.02,4068,Decker,5781,3,6,3,0,3,N,0,R3,Y,DK,F,W,15,F,1920,42.30384,-71.06431
1501529000,300000,117.32,2557,Colonial,3978,2.5,8,1,1,1,N,0,R1,N,VT,H,M,11,W,1896,42.30163,-71.06345
1501550000,350000,231.18,1152,Colonial,1967,2,3,1,1,1,N,0,R1,N,CL,G,M,6,F,1890,42.30053,-71.06272
1501607000,560000,167.26,3348,Decker,5220,3,6,3,0,3,N,0,R3,N,DK,F,F,15,F,1908,42.30651,-71.06253
1501614000,620000,157.4,3939,Decker,6227,3,11,3,0,3,N,0,R3,N,DK,F,M,18,F,1905,42.30594,-71.062
1501706000,580000,158.21,3666,Conventional,5474,3,6,3,0,3,N,2,R3,N,CV,M,M,14,F,1875,42.30786,-71.06391
1501710000,575000,161.34,3591,Decker,5373,3,8,3,0,3,N,0,R3,N,DK,F,M,17,F,1905,42.30758,-71.06329
1501808000,325000,87.15,3729,Decker,5505,3,8,3,0,3,N,0,R3,N,DK,F,P,20,F,1905,42.30814,-71.06735
1501854000,446000,110.62,4032,Decker,5964,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.30907,-71.06763
1501906000,570000,137.18,4155,Decker,6238,3,9,3,0,3,N,0,R3,N,DK,F,W,18,W,1920,42.3101,-71.06771
1502108000,605000,193.85,3121,Conventional,5457,2.5,10,4,0,3,N,0,R3,Y,CV,G,W,18,F,1900,42.3065,-71.06783
1502117000,477500,112.86,4231,Conventional,6569,2.5,9,3,0,3,N,2,R3,N,CV,G,M,18,F,1900,42.30598,-71.06811
1502221000,510000,116.44,4380,Conventional,4870,2.5,9,2,1,2,C,0,R2,N,CV,H,M,14,F,1998,42.30462,-71.07064
1502328000,380000,155.17,2449,Conventional,4228,2.5,6,3,0,2,N,0,R2,N,CV,G,W,11,W,1890,42.30648,-71.07053
1502471000,235000,213.25,1102,Colonial,2374,1.5,2,1,0,1,N,0,R1,Y,CV,G,M,6,F,1905,42.31419,-71.06968
1502567000,650000,230.5,3478,Conventional,4360,3,8,3,2,2,N,0,R2,N,CV,F,M,16,F,2004,42.310491,-71.058474
1502569000,550000,156.43,3516,Decker,4944,3,6,3,0,3,N,0,R3,N,DK,F,A,12,F,1905,42.31044,-71.05823
1502583000,585000,308.22,1898,Conventional,3162,2,2,3,1,2,N,0,R2,Y,CV,G,M,6,F,1930,42.31019,-71.05895
1502730000,450000,120.68,3705,Colonial,5900,2.5,6,3,0,1,N,1,R1,Y,CL,G,M,12,F,1915,42.31169,-71.06618
1502765000,490000,124.87,3924,Decker,5779,3,9,3,0,3,N,0,R3,N,DK,F,W,18,W,1905,42.31105,-71.0664
1502786000,630000,177.97,3540,Decker,5046,3,9,3,0,3,C,0,R3,N,DK,F,M,17,F,2001,42.312261,-71.064335
1502848000,385000,138.44,2826,Decker,4067,3,6,3,0,3,N,0,R3,N,DK,F,M,12,F,1905,42.30987,-71.06418
1502952000,540000,172.25,3135,Decker,4504,3,6,3,0,3,N,0,R3,N,DK,F,M,15,W,1900,42.30893,-71.06503
1502991000,455000,167.28,2720,Decker,3632,3,6,3,0,3,N,0,R3,N,DK,F,M,12,W,1900,42.30854,-71.05897
1503042000,435000,134.63,3231,Decker,4905,3,6,3,0,3,N,0,R3,N,DK,F,M,15,F,1920,42.31002,-71.06166
1503045000,560000,185.19,3024,Decker,4464,3,6,3,0,3,N,0,R3,N,DK,F,A,15,W,1910,42.31013,-71.06205
