Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_AC,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RM,R_HEAT_TYP,YR_BUILT,Latitude,Longitude
401582000,2225000,846.01,2630,Row Middle,3060,3,3,3,0,1,C,3,R1,N,RM,F,B,10,W,1883,42.34266,-71.08738
401590000,2000000,737.19,2884,Row Middle,2968,3,5,3,0,1,C,2,R1,Y,RM,F,B,8,W,1880,42.34241,-71.08715
402491000,3185000,698.31,4561,Row Middle,4869,4,5,3,1,2,C,1,R2,Y,RM,F,B,8,F,1860,42.34213,-71.08087
402732000,3100000,871.28,3558,Row Middle,4017,4,4,2,1,2,C,1,R2,Y,RM,M,B,8,W,1860,42.3414,-71.07748
402848000,3220000,771.81,4172,Row Middle,4648,4,5,4,0,2,C,2,R1,Y,RM,F,B,12,W,1860,42.34279,-71.0773
500069003,972000,642.86,1512,Semi?Det,2128,3,3,1,1,1,C,3,R1,Y,SD,G,B,7,F,1920,42.349559,-71.066161
500216000,2300000,0,2253,Row End,2664,2.5,3,2,1,1,C,5,R1,Y,RE,G,B,7,F,1899,42.34875,-71.06788
500871000,2400000,0,1935,Row Middle,2480,3,3,2,1,1,C,1,R1,Y,RM,M,B,7,F,1890,42.34572,-71.07128
500872000,2160000,0,1935,Row Middle,2480,3,3,2,1,1,C,0,R1,Y,RM,M,B,10,W,1875,42.3457,-71.07134
500936000,2500000,0,2275,Row Middle,3540,3,4,2,2,2,C,3,R2,Y,RM,M,B,8,W,1899,42.34596,-71.07224
501349000,11600000,0,9908,Row Middle,11919,4,7,8,2,3,C,5,R1,N,RM,M,B,16,F,1899,42.35168,-71.07729
501474000,4274500,797.63,5439,Row Middle,6436,4,6,5,1,2,C,4,R2,Y,RM,F,B,12,W,1900,42.35764,-71.06634
501533000,3877500,0,3849,Row Middle,4748,4,4,3,1,1,C,2,R1,Y,RM,M,B,9,W,1900,42.35745,-71.06846
501584000,3900000,887.17,4396,Row Middle,5570,4,4,2,2,1,C,5,R1,Y,RM,G,B,10,W,1809,42.357744,-71.067321
501590010,2045000,0,2064,Row Middle,2184,4,3,3,0,1,N,3,R1,N,RM,F,B,8,W,1890,42.35764,-71.06825
501644000,3810000,858.3,4449,Row Middle,6108,3,5,3,1,2,C,0,R1,Y,RM,G,B,11,F,1890,42.3588,-71.06456
501646000,4600000,0,3018,Row End,4974,3,5,5,3,1,C,7,R1,N,RE,G,B,10,F,1890,42.35867,-71.06456
501801000,2725000,0,2070,Row End,2838,3.5,5,4,0,1,C,5,R1,N,RE,G,B,10,F,1830,42.35889,-71.07037
502058000,1900000,860.51,2112,Row End,2640,4,4,2,2,1,C,1,R1,N,RE,G,B,9,F,1899,42.360182,-71.069908
502133000,1274000,758.33,1680,Row Middle,1680,3,2,2,0,1,N,0,R1,Y,RM,G,B,5,F,2006,42.360049,-71.067518
502181000,1665000,886.11,1879,Row Middle,2250,3.5,4,3,0,1,N,3,R1,Y,RM,G,B,10,W,1827,42.36059,-71.0668
502207000,1600000,0,1458,Row End,2220,2.5,3,2,1,1,N,0,R1,Y,RE,S,B,5,F,1890,42.360817,-71.068335
502303000,2892750,0,2574,Row Middle,2664,2,4,3,0,1,C,1,R1,N,RM,F,B,8,W,1890,42.356453,-71.070687
502380000,2700000,0,2576,Row End,3170,4,3,3,1,1,C,2,R1,Y,RE,G,B,7,W,1890,42.35741,-71.07069
502457000,3300000,0,2406,Row Middle,3245,3,3,2,0,1,N,5,R1,N,RM,F,B,9,F,1890,42.35961,-71.07113
502529000,3100000,0,1540,Row End,3564,2,3,2,0,1,C,0,R1,N,RE,M,B,5,F,1899,42.35684,-71.07189
502846000,9500000,0,5283,Row Middle,6431,5,9,3,2,2,N,0,R2,Y,RM,M,B,14,W,1865,42.35408,-71.0733
503345000,6350000,0,4765,Row End,5124,3,2,3,1,1,C,4,R1,Y,RE,F,B,7,W,1899,42.35197,-71.082951
600579000,386400,564.91,684,Row End,826,2,2,1,0,1,N,0,R1,N,RE,G,W,3,W,1895,42.33695,-71.05084
600648000,544000,339.15,1604,Semi?Det,2486,2.5,3,2,1,1,C,1,R1,Y,SD,G,M,7,W,1890,42.3364,-71.05219
600695000,889900,429.9,2070,Conventional,2598,3,2,1,2,1,C,0,R1,Y,CV,F,M,5,F,0,42.336341,-71.053275
600834000,499000,330.03,1512,Conventional,2066,3,6,2,0,2,N,0,R1,Y,CV,F,M,12,W,1890,42.33461,-71.05182
600897000,520000,561.56,926,Row End,926,2,2,1,1,1,N,1,R1,Y,RE,F,B,5,W,1850,42.33403,-71.05124
600912000,563000,464.52,1212,Colonial,1818,2,3,1,0,1,N,0,R1,Y,CL,G,M,6,W,1888,42.33464,-71.05084
601002000,845000,238.3,3402,Decker,5058,3,6,3,0,3,N,0,R3,N,DK,F,P,15,W,1890,42.33612,-71.05101
601017000,1000000,339.79,2943,Row Middle,4143,3,6,3,0,3,N,0,R3,Y,RM,F,M,12,W,1890,42.33581,-71.05009
601037000,1175000,366.39,0,Conventional,0,0,0,0,0,0,U,0,RL,N,U,U,U,0,U,0,42.336047,-71.049856
601353000,500000,304.69,1641,Row End,2510,3,3,1,1,1,N,0,R1,Y,RE,M,M,6,W,1890,42.34144,-71.05257
601430000,1350000,301,3474,Row Middle,4632,3,6,3,0,3,N,0,R3,Y,RM,F,B,13,W,1892,42.34005,-71.05095
601539000,578000,325.82,1774,Semi?Det,2871,2,4,2,0,1,N,0,R1,N,SD,G,C,8,W,1900,42.339,-71.04811
601581000,745000,288.76,2580,Conventional,3948,3,6,2,0,2,N,0,R2,N,CV,F,M,11,W,1890,42.3387,-71.04881
601653000,549900,589.39,948,Semi?Det,1542,2,3,1,1,1,N,0,R1,N,SD,G,W,6,S,1890,42.33847,-71.04757
601978000,629000,427.89,1512,Semi?Det,2415,2,3,1,1,1,N,0,R1,Y,SD,F,M,8,W,1890,42.33507,-71.04505
602047000,1350000,369.86,3650,Semi?Det,5408,2.5,6,3,0,3,N,0,R3,N,SD,G,M,13,W,1880,42.33527,-71.04402
602053000,1300000,431.32,3014,Conventional,5016,2,5,3,0,3,N,0,R3,Y,CV,G,M,12,W,1930,42.33529,-71.04318
602085000,1335000,667.17,2071,Row Middle,2888,3,3,3,0,3,N,0,R3,N,RM,M,M,7,W,1890,42.33479,-71.04127
602130000,603000,460.31,1310,Row Middle,1965,2,4,1,0,1,N,0,R1,Y,RM,M,W,6,W,1900,42.333377,-71.040069
602134000,580000,487.8,1189,Row Middle,1789,2,4,1,1,1,N,0,R1,Y,RM,M,M,7,W,1900,42.33315,-71.0401
602210010,810000,327.8,2263,Semi?Det,3672,2,3,2,0,2,N,0,R2,N,SD,G,P,8,W,1910,42.334583,-71.037526
602486000,576000,384.51,1498,Semi?Det,3300,2,3,1,1,1,C,0,R1,Y,SD,F,W,6,W,1900,42.33298,-71.03465
602553002,504000,442.11,1120,Semi?Det,1680,2,2,1,0,1,C,0,R1,Y,SD,F,M,6,F,1920,42.3335,-71.03384
602895000,675000,367.65,1836,Conventional,2744,3,5,1,1,1,N,0,R1,Y,CV,F,M,7,W,1890,42.33765,-71.04482
602986000,600000,415.51,1460,Semi?Det,2300,2,3,1,1,1,N,0,R1,N,SD,M,A,6,W,1890,42.335946,-71.04174
603066000,963000,450.42,2704,Conventional,4224,3,4,2,0,2,C,0,R2,N,CV,F,C,10,F,2013,42.336713,-71.043483
603178000,1075000,357.62,3006,Decker,3271,3,6,3,0,3,N,0,R3,N,DK,F,B,14,W,1930,42.33626,-71.04094
603214000,705000,406.11,1736,Semi?Det,3100,2,5,2,0,2,N,0,R2,Y,SD,F,M,9,W,1890,42.335906,-71.039133
603281000,615000,506.17,1215,Row Middle,1636,3,2,2,1,2,N,0,R2,N,RE,F,F,6,W,1890,42.336763,-71.037594
603385000,685000,677.55,1011,Colonial,1524,2,2,2,0,1,C,0,R1,Y,CL,G,F,6,F,1890,42.33776,-71.03763
603388000,545000,573.68,950,Colonial,1425,2,2,1,0,1,N,0,R1,Y,CL,G,M,6,F,1905,42.33747,-71.03762
603490000,908000,348.56,2605,Decker,3476,3,5,3,0,3,N,0,R3,N,DK,F,M,14,W,1890,42.33684,-71.03727
603511000,555000,366.58,1514,Semi?Det,2912,3,3,2,0,2,N,0,R2,Y,SD,G,F,9,W,1890,42.3358,-71.03566
603637000,1434500,353.67,4056,Decker,5766,3,7,3,0,3,N,0,R3,N,DK,F,M,17,W,1890,42.33641,-71.03059
603664000,870000,439.39,1980,Colonial,3108,2,3,1,1,1,N,0,R1,Y,CL,H,F,7,W,1905,42.33726,-71.03028
603791000,850000,421,2019,Row End,2766,3,3,3,0,3,N,0,R3,N,RE,F,W,7,W,1890,42.33676,-71.02732
603977000,785000,384.8,2040,Row Middle,3034,3,3,3,1,3,N,0,R3,N,RM,M,B,11,E,1910,42.33467,-71.03174
604082000,753000,511.2,1407,Row Middle,2200,2,3,1,0,1,N,1,R1,Y,RM,M,M,7,W,1890,42.33249,-71.03309
604265000,1210000,410.03,1592,Conventional,2360,2,3,1,1,1,N,0,R1,N,CV,F,M,7,F,1900,42.33539,-71.0294
700370000,400000,337.84,1184,Colonial,1856,2,3,1,0,1,N,0,R1,Y,CL,G,M,5,F,1900,42.33362,-71.05344
700375000,508000,381.1,1351,Conventional,1872,1.5,3,1,0,1,C,0,R1,N,CV,G,W,5,F,1900,42.33352,-71.05343
700505000,525000,295.61,1776,Semi?Det,2320,3,5,3,0,3,N,0,R3,N,SD,F,M,11,W,1900,42.33335,-71.05194
700506000,578000,325.45,1776,Semi?Det,2320,3,5,3,0,3,N,0,R3,N,SD,F,P,11,W,1905,42.33331,-71.05189
700515000,800000,241.47,2678,Conventional,3644,3,4,4,0,2,C,0,R2,N,CV,F,W,8,F,2002,42.333628,-71.052837
700535000,685000,402,1716,Conventional,2448,3,5,2,0,2,N,0,R2,N,CV,G,P,9,F,1900,42.33391,-71.0526
700598000,382500,369.57,1035,Conventional,2400,1.5,2,1,0,1,N,0,R1,Y,CV,G,M,5,W,1905,42.33002,-71.05303
700622000,495000,253.46,1953,Row Middle,2820,3,3,2,0,1,N,0,R1,Y,RM,F,W,6,W,1890,42.33003,-71.05441
700650000,710000,342,2076,Semi?Det,3038,3,4,3,0,2,N,0,R2,N,SD,F,W,9,W,1888,42.32984,-71.05378
700886000,455000,436.66,1042,Conventional,1728,1.5,4,1,1,1,N,0,R1,N,CV,G,M,7,F,1900,42.335112,-71.048082
700912000,505000,355.13,1422,Semi?Det,2301,2,3,1,1,1,C,0,R1,N,SD,M,A,6,W,1890,42.33543,-71.04893
700931000,625000,258.48,2418,Conventional,3104,3,5,2,0,1,N,0,R1,Y,CV,M,F,12,W,1890,42.33544,-71.04784
700956000,696500,437.5,1704,Row End,2252,3,4,2,1,1,N,1,R1,N,RE,F,M,6,W,1890,42.33569,-71.04862
700982000,574000,296.49,1936,Colonial,3700,2,4,1,1,1,N,0,R1,Y,CL,G,M,9,W,1880,42.33396,-71.0448
700997000,640000,335.08,1368,Colonial,3154,2,4,1,1,1,N,0,R1,Y,CL,G,M,7,W,1890,42.33408,-71.0451
701153000,565920,330.18,1468,Semi?Det,2496,2,4,1,1,1,C,2,R1,Y,SD,G,M,8,W,1890,42.33322,-71.05003
701185000,503000,612.67,821,Conventional,1449,1.5,2,1,0,1,N,0,R1,Y,CV,G,M,5,W,1900,42.332301,-71.049916
701206000,590000,413.17,1428,Row Middle,2380,2,3,1,0,1,N,0,R1,Y,RM,G,W,7,W,1900,42.3328,-71.05022
701214000,870000,308.29,2822,Decker,3753,3,6,4,0,3,N,0,R3,Y,DK,F,M,16,W,1910,42.332822,-71.049366
701220000,740000,354.41,2088,Conventional,2712,3,4,2,0,2,N,0,R2,Y,CV,M,M,10,W,1890,42.33256,-71.049178
701263000,650000,331.29,1962,Conventional,2858,3,6,3,1,2,N,0,R2,Y,CV,F,M,12,W,1880,42.33209,-71.04837
701275000,350000,367.65,972,Colonial,1458,2,2,1,0,1,N,0,R1,Y,CL,G,M,5,W,1905,42.33133,-71.04844
701307000,875000,260.65,3357,Semi?Det,4836,3,6,2,0,2,N,0,R2,Y,SD,F,M,15,S,1910,42.33239,-71.047622
701319000,1087000,484.4,2244,Conventional,3586,3,5,3,1,3,N,0,R3,N,CV,F,M,15,W,1910,42.33153,-71.04759
701382000,433000,359.04,1206,Row Middle,1344,2,2,1,1,1,N,0,R1,N,RM,F,M,6,W,1890,42.33139,-71.04642
701397000,580000,344.01,1686,Row End,2592,3,4,2,0,1,N,0,R1,N,RE,F,M,9,W,1890,42.331675,-71.047107
701410000,1370000,379.19,3613,Decker,3919,3,6,4,0,3,N,0,R3,Y,DK,F,M,17,F,1890,42.33088,-71.04723
701663000,650000,550.85,1180,Semi?Det,1605,2,2,2,1,1,C,0,R1,N,SD,F,M,5,F,1900,42.33288,-71.04238
701672000,584000,463.86,1259,Semi?Det,1410,2,3,2,1,1,C,0,R1,Y,SD,F,M,5,F,1873,42.33289,-71.04183
701735000,805000,651.29,1266,Row End,1947,2,3,1,0,1,N,0,R1,Y,RE,F,M,6,W,1900,42.33337,-71.04164
701740000,640000,505.53,1266,Row End,1923,2,3,1,0,1,N,0,R1,N,RE,F,M,6,W,1915,42.33311,-71.04163
701786000,587500,464.06,1266,Row Middle,1899,2,3,1,1,1,N,0,R1,Y,RM,F,M,6,W,1900,42.33369,-71.04165
701835000,825000,231.29,3567,Decker,4764,3,8,3,0,3,N,0,R3,Y,DK,F,P,17,W,1905,42.33451,-71.04196
702036000,820000,437.1,1876,Semi?Det,2632,3,4,1,0,1,N,0,R1,Y,SD,M,W,8,W,1900,42.33052,-71.03747
702221000,880000,303.03,2904,Semi?Det,3854,3,6,3,0,3,N,0,R3,Y,SD,F,P,14,W,1899,42.33277,-71.03915
702298000,750000,395.57,1896,Row Middle,2640,3,5,2,0,2,N,1,R1,N,RM,M,B,10,W,1899,42.33294,-71.03717
702313000,1000000,338.64,2953,Semi?Det,4243,3,6,3,0,3,N,0,R3,N,SD,F,F,15,W,1905,42.33211,-71.03543
702567000,1200000,343.05,3522,Decker,5290,3,7,3,0,3,N,0,R3,Y,DK,F,M,17,W,1905,42.33166,-71.03383
702591000,530370,430.5,1812,Semi?Det,2539,3,5,2,0,2,N,0,R2,N,SD,M,M,10,W,1890,42.33222,-71.03265
702592000,705000,389.07,1812,Semi?Det,2509,3,4,1,1,1,N,0,R1,N,SD,M,F,7,W,1905,42.33222,-71.03259
702704000,780000,439.19,1776,Semi?Det,2672,2,2,2,0,2,N,0,R2,Y,SD,F,M,9,W,1910,42.33213,-71.03098
703117000,900000,216.71,3399,Decker,5195,3,6,3,0,3,C,3,R3,Y,DK,F,M,15,F,1905,42.3234,-71.06009
703196000,600000,240.96,2533,Conventional,4485,2,6,2,0,2,N,0,R2,Y,CV,G,M,13,W,1910,42.32395,-71.05823
703249000,948000,328.82,2883,Decker,3988,3,6,3,0,3,N,0,R3,N,DK,F,M,14,W,1913,42.32528,-71.05896
703564000,470000,217.9,2157,Row Middle,2878,3,3,2,0,2,N,0,R2,Y,RM,F,B,7,W,1883,42.32163,-71.06155
703704000,399000,151.25,2638,Two Fam Stack,4157,2,6,2,0,2,N,0,R2,Y,TF,H,F,12,W,1910,42.32087,-71.06361
703751000,450000,123.56,3642,Decker,5044,3,8,3,0,3,N,0,R3,N,DK,F,M,15,W,1905,42.31999,-71.06353
703796000,500000,159.8,3129,Conventional,5218,2.5,8,3,0,3,N,0,R3,N,CV,G,A,17,F,1907,42.31877,-71.06373
703857020,570000,139.19,4095,Semi?Det,6132,3,9,3,0,3,N,0,R3,N,SD,F,F,18,F,1900,42.31846,-71.06617
800059000,245000,106.43,2302,Conventional,3780,2,6,2,0,2,N,0,R2,N,CV,G,M,12,W,1883,42.32037,-71.06967
800078000,425532,111.22,3826,Decker,5191,3,6,3,0,3,N,0,R3,Y,DK,F,M,15,W,1890,42.32034,-71.07007
800322000,430000,112.86,3810,Decker,5528,3,9,3,0,3,N,0,R3,N,DK,F,M,15,W,1885,42.32207,-71.0702
800464000,360000,131.15,2745,Decker,3948,3,5,3,0,3,N,0,R3,Y,DK,F,M,11,S,1905,42.32524,-71.06916
800653000,305000,217.39,1403,Colonial,1949,2,3,2,0,1,N,0,R1,N,CL,M,M,6,W,1900,42.3251,-71.07217
802583000,660000,177.99,3708,Row End,4958,3,8,3,0,3,N,0,R3,N,RE,F,B,14,E,1890,42.32559,-71.07794
802584000,635000,171.25,3708,Row Middle,4958,3,8,3,3,3,N,0,R3,N,RM,F,B,14,W,1890,42.32554,-71.078
802586000,625000,168.55,3708,Row End,4958,3,8,3,0,3,N,0,R3,N,RE,F,B,14,W,1890,42.32544,-71.07814
802736000,410000,202.17,2028,Conventional,3457,2,3,2,0,2,N,0,R2,N,CV,G,W,9,W,1890,42.32625,-71.07667
802764000,426000,190.86,2232,Row Middle,2976,3,6,3,0,2,N,0,R2,Y,RM,M,B,9,W,1890,42.32566,-71.07762
802926000,650000,230.41,2821,Conventional,4632,2.5,6,3,0,3,N,0,R3,N,CV,G,M,12,W,1890,42.32386,-71.077215
803019001,567500,191.21,2719,Conventional,4540,2,6,2,0,2,N,0,R2,N,CV,G,M,8,W,1890,42.32072,-71.0761
901896000,575000,465.96,1130,Row End,1362,2,3,2,0,1,N,0,R1,Y,RE,F,B,6,W,1890,42.33546,-71.08368
903191000,685000,164.74,4158,Conventional,6922,2.5,6,4,0,3,N,0,R3,N,CV,G,M,12,E,1899,42.328257,-71.0881
903226000,740000,265.23,2790,Row Middle,3720,3,6,3,0,3,N,0,R3,N,RM,F,B,15,E,1890,42.32889,-71.08772
903232000,700000,268.51,2475,Row Middle,3362,3,9,3,0,3,N,0,R3,N,RM,F,B,15,W,1900,42.3291,-71.08759
903604000,772000,278.5,2772,Conventional,3831,3,6,3,0,2,N,0,R2,N,CV,G,F,11,N,2006,42.328315,-71.090694
903676000,720000,214.16,3362,Semi?Det,4370,3,6,3,0,3,N,0,R3,Y,SD,M,B,13,W,1900,42.3276,-71.09126
903730000,725000,245.6,2952,Semi?Det,3936,3,9,3,0,3,N,0,R3,N,SD,F,B,18,W,1890,42.326811,-71.090105
903743000,680000,180.08,3776,Conventional,5342,2.5,6,3,0,2,N,0,R2,Y,CV,G,F,11,F,1900,42.32598,-71.0893
903766000,645000,344,1434,Colonial,1532,2,2,1,0,1,N,0,R1,Y,CL,G,P,6,W,1880,42.32508,-71.08839
1000089000,1620000,578.78,0,Row Middle,0,3,0,0,0,0,U,0,CM,N,U,U,U,0,U,1999,42.33403,-71.10291
1000101000,1275000,391.83,3444,Row Middle,3571,3,11,6,0,3,C,0,R3,N,RM,F,B,19,F,1900,42.33458,-71.10257
1000501000,1550000,519.79,2982,Decker,4134,3,12,4,0,3,C,0,R3,N,DK,F,M,19,W,1905,42.33089,-71.09773
1000574000,1150000,372.41,3088,Decker,4254,3,9,3,0,3,N,0,R3,Y,DK,F,M,18,W,1905,42.33219,-71.1004
1000586000,1500000,452.9,3312,Decker,4416,3,11,3,0,3,N,0,R3,N,DK,F,M,18,W,1900,42.33125,-71.09955
1000591000,1030000,377.84,2726,Conventional,4080,2.5,7,2,0,2,N,0,R2,N,CV,G,F,14,W,1900,42.33102,-71.09895
1000594000,1369000,371.91,3681,Decker,5250,3,9,3,0,3,N,0,R3,Y,DK,F,A,15,W,1905,42.33087,-71.0986
1000684000,1750000,377.56,4635,Decker,6330,3,8,3,0,3,N,0,R3,N,DK,H,B,17,W,1895,42.33133,-71.1022
1000685000,1760000,365.9,4810,Decker,7275,3,7,3,1,3,N,1,R3,N,DK,G,F,14,W,1905,42.33142,-71.10213
1000713000,925000,381.76,2423,Duplex,4799,2,4,2,0,2,N,0,R2,N,DX,G,W,10,W,1931,42.33088,-71.10076
1000769000,1700000,428.54,3967,Decker,6029,3,6,4,0,3,C,0,R3,N,DK,G,F,14,W,1890,42.33129,-71.10394
1001183000,600000,481.54,1246,Cape,2835,1,2,2,0,1,N,0,R1,N,CP,G,W,7,W,1926,42.330293,-71.104434
1001190000,1515000,351.18,4314,Decker,6642,3,12,4,0,3,N,0,R3,N,DK,G,M,16,W,1910,42.330692,-71.104497
1001435000,1602000,345.85,4632,Decker,6634,3.5,9,3,0,3,N,0,R3,N,DK,G,F,18,F,1905,42.33162,-71.11004
1001704000,848000,196.57,4314,Conventional,5731,3,6,3,0,3,N,0,R3,N,CV,M,M,15,F,1900,42.32494,-71.1085
1001921000,661800,275.98,2398,Conventional,4026,2,5,3,0,2,N,0,R2,N,CV,G,F,10,W,1915,42.32426,-71.10589
1001929000,495000,372.46,1329,Colonial,2276,2,4,1,0,1,N,0,R1,N,CL,G,W,6,E,1910,42.32453,-71.10696
1001940000,634500,378.13,1408,Colonial,2419,2,3,1,0,1,N,0,R1,Y,CL,G,A,6,W,1900,42.32415,-71.10654
1002040000,675100,289.37,2333,Conventional,4204,2,4,2,0,2,N,0,R2,N,CV,G,A,10,F,1887,42.32324,-71.10687
1002104000,888000,345.26,2572,Two Fam Stack,3755,2,5,2,0,2,N,2,R2,N,TF,H,A,10,W,1925,42.32274,-71.11368
1002215000,675000,280.32,2408,Two Fam Stack,4002,2,6,2,0,2,N,0,R2,Y,TF,G,F,8,W,1915,42.32226,-71.10132
1002318000,980000,238.38,4111,Decker,5471,3,9,3,0,3,N,0,R3,Y,DK,F,M,18,F,1900,42.32397,-71.10428
1002737000,763980,355.34,2150,Conventional,3761,2,6,3,0,3,N,0,R3,N,CV,G,F,15,W,1900,42.322158,-71.105685
1100066000,575000,288.65,1992,Conventional,2880,3,3,2,0,2,N,0,R2,N,CV,G,F,9,W,1899,42.32872,-71.09519
1100169001,1160000,260.32,4456,Conventional,6748,3,5,4,1,2,C,1,R2,Y,CV,M,F,11,F,2006,42.324445,-71.093035
1100174000,625000,230.03,2717,Colonial,3743,2,4,2,0,1,N,0,R1,Y,CL,G,F,9,W,1875,42.32608,-71.09281
1100736000,706000,193.74,3644,Decker,5138,3,6,3,0,3,N,0,R3,Y,DK,G,M,15,W,1900,42.3267,-71.09656
1100857000,685000,228.79,2994,Semi?Det,3992,3,8,3,0,3,N,0,R3,N,SD,F,M,14,F,1920,42.324872,-71.097219
1100928000,580000,283.9,2043,Conventional,3342,2,4,2,0,2,N,0,R2,N,CV,G,A,8,W,1885,42.32111,-71.09401
1101015000,450000,197.2,2282,Semi?Det,3811,2,6,2,0,2,N,0,R2,N,SD,H,M,12,W,1905,42.31611,-71.09871
1101058000,415000,156.72,2648,Two Fam Stack,4348,2,4,2,0,2,N,0,R2,Y,TF,G,W,12,F,1915,42.31752,-71.0995
1101230000,875000,233.46,3748,Conventional,5915,2.5,5,3,0,3,N,0,R3,N,CV,H,F,14,W,1900,42.31791,-71.10234
1101306000,664875,239.85,2772,Two Fam Stack,4111,2,4,2,0,2,C,0,R2,N,TF,M,M,10,W,1935,42.31527,-71.09993
1101326000,393500,214.56,1834,Colonial,2886,2,4,1,0,1,N,0,R1,N,CL,G,M,9,W,1900,42.31529,-71.09939
1101338000,730000,234.95,3107,Conventional,4736,2.5,5,3,0,3,N,0,R3,N,CV,G,M,12,F,1885,42.31409,-71.10083
1101412000,784500,389.14,2016,Colonial,3326,2,4,1,1,1,N,0,R1,Y,CL,M,A,8,W,1900,42.31741,-71.10186
1101431000,700000,300.82,2327,Semi?Det,4218,2,4,2,0,1,N,1,R1,N,SD,H,M,9,F,1885,42.31519,-71.10051
1101470000,419000,252.71,1658,Colonial,2923,2,4,1,0,1,N,0,R1,N,CL,G,M,10,F,1900,42.31371,-71.09897
1101602000,507000,214.83,2360,Conventional,3652,2,5,2,0,2,N,0,R2,Y,CV,M,M,12,W,1900,42.31347,-71.09749
1102360000,970000,230.79,4203,Decker,6516,3,9,3,0,3,N,0,R3,N,DK,F,A,18,W,1905,42.31165,-71.09893
1102361000,970000,234.98,4128,Decker,6416,3,9,3,0,3,N,0,R3,N,DK,F,M,18,W,1905,42.31172,-71.0991
1102430000,889000,285.12,3118,Conventional,5416,2,3,3,0,3,C,0,R3,Y,CV,H,F,11,W,1900,42.31111,-71.10049
1102909000,999000,269.64,3705,Decker,5528,3,9,3,0,3,N,0,R3,N,DK,F,W,15,W,1905,42.30753,-71.10283
1103036000,525000,468.75,1120,Row End,1804,2,2,1,0,1,N,0,R1,Y,RE,H,W,5,F,1905,42.307071,-71.112091
1103063000,909500,567.73,1602,Colonial,2998,2,5,2,1,1,C,0,R1,Y,CL,G,W,8,W,1927,42.30782,-71.11059
1103155000,795000,361.2,2201,Conventional,3876,2,5,3,0,2,N,0,R2,N,CV,G,M,12,F,1900,42.30591,-71.11243
1103260000,370000,388.66,986,Row Middle,1482,2,3,1,0,1,C,0,R1,N,RM,G,W,6,F,1960,42.30437,-71.11289
1103345000,997500,246.91,4040,Colonial,6973,2,8,2,1,1,N,0,R1,Y,CL,H,W,14,W,1900,42.30371,-71.11569
1103394000,1100000,315.64,3485,Conventional,5140,3.5,7,4,0,3,N,1,R3,Y,CV,G,W,17,W,1905,42.30452,-71.11765
1103401000,898018,312.25,2876,Conventional,4556,2.5,5,3,0,2,N,0,R2,Y,CV,G,W,12,F,1895,42.30437,-71.116673
1103428000,735000,317.08,2318,Two Fam Stack,3729,2,5,2,0,2,N,0,R2,N,TF,H,M,10,W,1910,42.30494,-71.11819
1103521000,527000,495.3,1064,Colonial,1828,2,2,1,1,1,N,0,R1,Y,CL,G,A,4,W,1894,42.30564,-71.11838
1103635000,799000,346.79,2304,Colonial,4190,2,4,2,1,1,C,0,R1,Y,CL,G,M,9,F,2004,42.29822,-71.11142
1103729000,750000,411.18,1824,Colonial,2932,2,3,1,1,1,N,1,R1,Y,CL,G,W,8,W,1930,42.29924,-71.11113
1103742000,600000,393.18,1526,Bungalow,3285,1,3,1,0,1,N,1,R1,Y,BW,H,B,7,W,1932,42.29915,-71.10992
1200069000,440000,176.49,2493,Colonial,3267,2,5,1,1,1,N,0,R1,N,CL,G,A,8,W,1890,42.32677,-71.08222
1200104000,230000,111.43,2064,Row Middle,3060,2,3,2,0,1,N,0,R1,N,RM,F,B,8,W,1890,42.32596,-71.08261
1200168010,480000,223.46,2148,Semi?Det,2896,3,6,3,0,3,N,0,R3,N,SD,G,M,12,W,1910,42.3249,-71.08223
1200170000,480000,223.46,2148,Semi?Det,2896,3,6,3,0,3,N,0,R3,N,SD,G,M,12,W,1910,42.32495,-71.08218
1200230000,430000,174.87,2459,Conventional,4210,2,4,2,0,2,N,0,R2,N,CV,G,M,12,W,1890,42.32433,-71.08039
1200256000,482000,142.81,3375,Conventional,5055,2.5,7,3,0,3,N,0,R3,N,CV,G,M,15,W,1900,42.32335,-71.08056
1200386000,355000,164.2,2162,Semi?Det,3170,3,4,3,0,3,N,0,R3,N,SD,M,B,8,W,1890,42.3223,-71.07732
1200626000,780000,154.3,5055,Semi?Det,6726,3,9,3,0,3,N,0,R3,N,SD,F,F,18,F,1900,42.32324,-71.08599
1200792000,438000,168.46,2600,Row Middle,3853,3,5,2,1,2,N,0,R2,N,RM,M,B,10,W,1899,42.319451,-71.079347
1200927000,690000,121.31,5598,Decker,7889,3,9,3,0,3,C,0,R3,N,DK,G,A,17,F,1905,42.3164,-71.07884
1201371000,200000,186.57,1072,Colonial,1615,2,2,1,1,1,N,0,R1,N,CL,F,A,4,W,1905,42.32534,-71.08556
1201855000,493500,154.75,3189,Semi?Det,4603,3,6,3,0,3,N,0,R3,N,SD,F,B,15,F,1905,42.31954,-71.08826
1201911030,643000,180.72,3558,Decker,4984,3,9,3,0,3,N,0,R3,N,DK,F,F,18,F,2007,42.31759,-71.084297
